基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
宝盈盈辉纯债C,009283,0.00亿元（2020-09-30）,1.02%,1.69%,1.55%,--,--,0.40%,邓栋,234天,0.40%,6年又143天
中邮纯债聚利债券C,002275,0.02亿元（2020-09-30）,0.95%,1.56%,1.58%,3.51%,14.71%,17.33%,张悦/武志骁,68天,1.18%,68天/1年又242天
太平洋六个月滚动持有债,980003,1.55亿元（2020-09-30）,0.78%,1.64%,2.62%,--,--,2.78%,俞卿卿/武媚,221天,2.95%,221天/259天
惠升和风纯债A,007877,16.77亿元（2020-09-30）,0.95%,1.77%,1.66%,2.75%,--,3.48%,卓勇/孙庆,1年又64天,3.41%,1年又64天/1年又74天
工银四季收益债券(LOF),164808,24.11亿元（2020-09-30）,0.66%,1.67%,1.55%,3.58%,18.10%,93.13%,郭雪松/欧阳凯/何秀红,1年又82天,5.39%,1年又117天/11年又316天/9年又337天
前海开源润和债券A,004602,3.09亿元（2020-09-30）,1.12%,1.80%,1.76%,3.32%,15.10%,16.68%,王旭巍,2年又296天,14.71%,14年又282天
宝盈盈辉纯债A,009282,1.78亿元（2020-09-30）,1.05%,1.77%,1.71%,--,--,0.60%,邓栋,234天,0.60%,6年又143天
嘉实致华纯债债券,007716,0.55亿元（2020-09-30）,0.73%,1.04%,1.23%,0.83%,--,1.07%,王立芹,37天,0.81%,80天
前海开源润和债券C,004603,0.63亿元（2020-09-30）,1.11%,1.77%,1.72%,3.23%,14.06%,15.44%,王旭巍,2年又296天,13.76%,14年又282天
中银证券安泽债券C,007024,1.09亿元（2020-09-30）,0.87%,1.61%,2.07%,3.41%,--,5.47%,吴康,220天,1.82%,2年又46天
中银欣享利率债,010083,--亿元（--）,0.73%,--,--,--,--,0.98%,白洁/索丽娜,18天,0.41%,9年又302天/1年又318天
西部利得鑫泓增强债券C,010103,1.80亿元（2020-11-19）,1.72%,--,--,--,--,1.75%,王宇/陶星言/唐煜,6天,0.55%,6天/178天/303天
国富恒利债券(LOF)A,164509,5.35亿元（2020-09-30）,0.83%,1.46%,1.59%,3.71%,14.56%,73.80%,刘怡敏,5年又20天,28.47%,12年又81天
安信尊享添益债券C,007099,3.24亿元（2020-09-30）,0.49%,0.50%,0.01%,1.86%,--,6.70%,任凭/钟光正,33天,0.49%,2年又154天/9年又170天
前海开源祥和债券A,003218,6.04亿元（2020-09-30）,0.13%,-0.56%,-0.95%,0.92%,19.25%,24.54%,刘静,46天,-0.06%,10年又81天
南方纯元C,001989,0.03亿元（2020-09-30）,0.83%,1.20%,1.24%,1.93%,11.40%,13.86%,金凌志,2年又168天,7.95%,3年又167天
上银可转债精选债券,008897,0.56亿元（2020-09-30）,-3.85%,-2.91%,-2.34%,--,--,-0.96%,赵治烨,243天,-0.95%,5年又244天
长盛安逸纯债债券A,007744,0.34亿元（2020-09-30）,0.63%,1.55%,1.51%,--,--,-0.13%,蔡宾,356天,-0.13%,11年又166天
国富恒利债券(LOF)C,164510,0.04亿元（2020-09-30）,0.80%,1.35%,1.41%,3.35%,14.08%,30.18%,刘怡敏,5年又20天,20.28%,12年又81天
格林中短债债券A,010145,16.35亿元（2020-10-28）,0.66%,--,--,--,--,1.02%,高洁/杜钧天,39天,0.83%,39天/193天
蜂巢添益纯债A,008465,6.70亿元（2020-08-13）,0.85%,1.42%,--,--,--,1.59%,金之洁/李海涛,89天,1.34%,256天/1年又178天
招商添华纯债C,008805,0.04亿元（2020-09-30）,0.70%,1.06%,--,--,--,0.83%,向霈,178天,0.83%,7年又16天
新华聚利债券A,006896,1.15亿元（2020-09-30）,1.49%,2.55%,2.74%,7.37%,--,17.56%,姚海明/姚秋,44天,1.74%,44天/6年又178天
东兴兴利债券A,003545,1.99亿元（2020-09-30）,0.37%,1.05%,2.13%,4.53%,8.31%,11.49%,方晓,321天,3.62%,321天
大成安汇金融债C,090023,0.46亿元（2020-09-30）,1.08%,1.75%,--,--,--,2.10%,张俊杰,151天,2.03%,5年又188天
兴银稳健债券,001575,0.01亿元（2020-09-30）,-0.28%,-0.84%,0.46%,1.59%,11.09%,12.97%,傅峤钰/陶国峰,191天,-0.16%,2年又200天/1年又39天
工银双盈债券A,010068,22.40亿元（2020-12-09）,--,--,--,--,--,1.24%,何秀红,32天,1.24%,9年又337天
中银恒裕9个月持有期债券A,008202,3.26亿元（2020-09-30）,0.29%,0.69%,1.20%,3.67%,--,4.00%,方抗,1年又22天,4.00%,6年又147天
天弘同利债券(LOF)E,009510,0.00亿元（2020-09-30）,1.13%,1.40%,1.59%,--,--,0.59%,柴文婷/刘洋,233天,0.59%,3年又276天/3年又276天
蜂巢恒利债券A,008035,3.02亿元（2020-09-23）,2.50%,3.56%,--,--,--,3.58%,孔宪政/李海涛,44天,2.89%,44天/1年又178天
鑫元全利A,006082,9.94亿元（2020-09-30）,0.93%,1.64%,1.55%,1.39%,--,5.66%,王美芹,2年又78天,5.66%,4年又159天
永赢丰利债券A,005507,0.50亿元（2020-09-30）,0.68%,0.75%,0.50%,1.84%,--,11.39%,乔嘉麒/杨野,6天,0.12%,3年又230天/128天
泰达宏利汇利债券A,003073,4.98亿元（2020-09-30）,1.30%,2.33%,2.14%,2.48%,11.32%,12.57%,宁霄/杜磊,255天,-0.51%,255天/3年又179天
新华聚利债券C,006897,0.47亿元（2020-09-30）,1.46%,2.43%,2.53%,6.95%,--,16.56%,姚海明/姚秋,44天,1.70%,44天/6年又178天
国泰惠富纯债债券,006955,0.49亿元（2020-09-30）,0.53%,0.85%,0.97%,1.70%,--,4.37%,黄志翔,1年又302天,4.37%,4年又65天
天弘优选债券,000606,94.82亿元（2020-09-30）,0.97%,1.75%,1.68%,2.88%,13.64%,14.52%,刘洋,1年又263天,5.78%,3年又276天
蜂巢恒利债券C,008036,3.58亿元（2020-09-23）,2.47%,3.45%,--,--,--,3.46%,孔宪政/李海涛,44天,2.84%,44天/1年又178天
华泰紫金丰利中短债发起C,007822,11.28亿元（2020-09-30）,2.49%,-12.18%,-12.76%,-11.26%,--,-9.02%,杨义山/阮毅/陈晨,1年又66天,-10.39%,1年又66天/2年又72天/1年又311天
富国新天锋债券(LOF),161019,4.49亿元（2020-09-30）,-0.14%,0.72%,0.99%,3.45%,17.78%,70.29%,武磊,2年又86天,16.38%,3年又315天
大成安汇金融债E,001516,0.66亿元（2020-09-30）,1.06%,1.69%,--,--,--,2.01%,张俊杰,151天,1.94%,5年又188天
中银证券安泽债券A,007023,20.52亿元（2020-09-30）,0.87%,1.61%,2.07%,3.41%,--,5.48%,吴康,220天,1.81%,2年又46天
华安稳定收益债券A,040009,6.81亿元（2020-09-30）,1.30%,3.58%,2.98%,8.34%,23.87%,122.83%,贺涛,12年又258天,122.83%,12年又258天
大成安汇金融债A,091023,0.00亿元（2020-09-30）,1.09%,1.77%,--,--,--,2.13%,张俊杰,151天,2.06%,5年又188天
招商添悦纯债C,006428,0.00亿元（2020-09-30）,0.70%,1.35%,1.36%,2.84%,--,9.80%,刘万锋,2年又77天,9.80%,5年又363天
新华增强债券C,002422,0.07亿元（2020-09-30）,0.69%,1.60%,0.04%,3.04%,9.54%,23.53%,李洁/王滨,41天,-0.11%,243天/4年又360天
平安惠涌纯债,007954,1.01亿元（2020-09-30）,0.46%,0.95%,1.11%,2.35%,--,2.47%,余斌,1年又26天,2.47%,3年又87天
融通收益增强债券C,004026,0.10亿元（2020-09-30）,3.60%,4.15%,4.87%,10.16%,27.83%,29.65%,张一格,3年又134天,29.65%,7年又237天
华宸未来稳健添利债券A,000104,0.02亿元（2020-09-30）,0.40%,0.12%,0.77%,1.65%,4.29%,38.04%,朱文辉,54天,0.47%,5年又287天
中银惠兴多利债券C,007477,0.01亿元（2020-09-30）,0.60%,1.61%,2.21%,--,--,3.68%,易芳菲,338天,3.68%,4年又231天
南方皓元短债A,008122,0.74亿元（2020-09-30）,0.50%,0.91%,1.36%,2.81%,--,3.10%,李慧鹏,1年又44天,3.10%,6年又79天
南方皓元短债C,008123,0.13亿元（2020-09-30）,0.46%,0.80%,1.16%,2.37%,--,2.62%,李慧鹏,1年又44天,2.62%,6年又79天
长盛安逸纯债债券C,007745,0.17亿元（2020-09-30）,0.62%,1.46%,1.36%,--,--,-0.42%,蔡宾,356天,-0.42%,11年又166天
广发景宁债券,000037,0.56亿元（2020-09-30）,1.06%,1.53%,2.12%,--,--,1.61%,宋倩倩,20天,0.65%,163天
南方乐元中短利率债A,008783,27.97亿元（2020-09-30）,1.10%,1.53%,1.92%,--,--,-0.35%,杜才超,298天,-0.35%,4年又33天
新华增强债券A,002421,0.20亿元（2020-09-30）,0.72%,1.70%,0.25%,3.46%,10.89%,25.94%,李洁/王滨,41天,-0.07%,243天/4年又360天
长盛积极配置债券,080003,2.92亿元（2020-09-30）,2.14%,4.62%,2.09%,6.70%,15.08%,103.34%,王赛飞/冯雨生,1年又130天,10.31%,2年又203天/9年又186天
招商安泰债券B,217203,2.93亿元（2020-09-30）,0.63%,0.55%,0.51%,1.73%,14.92%,124.30%,康晶,5年又160天,20.29%,5年又160天
鑫元合享纯债C,000814,0.01亿元（2020-09-30）,0.93%,1.59%,1.23%,2.30%,8.95%,26.06%,王海燕,1年又134天,2.94%,2年又84天
泰达宏利恒利债券C,004002,0.00亿元（2020-09-30）,0.96%,1.55%,1.52%,2.68%,14.38%,17.24%,傅浩,1年又54天,3.57%,3年又311天
兴业稳健双利一年持有期债券A,009358,4.75亿元（2020-09-28）,1.78%,2.68%,--,--,--,2.62%,腊博,104天,2.62%,6年又345天
招商招阳纯债C,008474,0.19亿元（2020-09-30）,0.47%,0.68%,--,--,--,0.52%,康晶,165天,0.52%,5年又160天
工银添颐债券B,485014,1.53亿元（2020-09-30）,4.85%,9.42%,7.53%,15.54%,18.68%,135.70%,景晓达/杜海涛,41天,5.65%,2年又80天/15年又128天
博时聚源纯债债券C,010973,--亿元（--）,--,--,--,--,--,0.87%,黄海峰,32天,0.87%,5年又265天
华安稳定收益债券B,040010,1.76亿元（2020-09-30）,1.27%,3.47%,2.76%,7.91%,22.40%,111.79%,贺涛,12年又258天,111.79%,12年又258天
东吴鼎泰纯债债券,006026,9.03亿元（2020-09-30）,0.79%,1.46%,1.56%,2.65%,--,7.35%,黄婧丽/陈晨,2年又64天,7.35%,2年又347天/5年又218天
富荣富乾债券C,004793,0.00亿元（2020-09-30）,-4.90%,-4.77%,-5.76%,-6.54%,--,-2.00%,王丹,32天,-4.90%,1年又152天
前海开源鼎康债券A,006090,0.18亿元（2020-09-30）,0.53%,0.96%,1.53%,3.02%,--,7.86%,刘诣博/李炳智,151天,1.11%,244天/3年又351天
中银恒裕9个月持有期债券C,008203,2.59亿元（2020-09-30）,0.25%,0.59%,1.03%,3.35%,--,3.66%,方抗,1年又22天,3.66%,6年又147天
光大安诚债券C,003198,0.69亿元（2020-09-30）,-0.08%,0.41%,-1.19%,1.65%,18.79%,21.50%,周华,2年又146天,12.52%,2年又154天
金元顺安桉盛债券A,004093,1.46亿元（2020-09-30）,-0.09%,1.45%,-0.87%,2.03%,17.48%,17.05%,郭建新,1年又135天,4.30%,3年又352天
兴业稳健双利一年持有期债券C,009359,3.73亿元（2020-09-28）,1.73%,2.56%,--,--,--,2.50%,腊博,104天,2.50%,6年又345天
长盛盛康纯债债券A,003922,1.92亿元（2020-09-30）,1.24%,2.14%,1.60%,2.06%,5.72%,13.01%,李琪/蔡宾,1年又47天,2.66%,5年又243天/11年又166天
前海开源鼎康债券C,006091,0.34亿元（2020-09-30）,0.52%,0.90%,1.43%,2.80%,--,7.23%,刘诣博/李炳智,151天,1.03%,244天/3年又351天
中银惠兴多利债券A,007476,1.03亿元（2020-09-30）,0.63%,1.68%,2.36%,--,--,3.96%,易芳菲,338天,3.96%,4年又231天
南方乐元中短利率债C,008784,0.01亿元（2020-09-30）,1.06%,1.41%,1.71%,--,--,-0.68%,杜才超,298天,-0.68%,4年又33天
工银添颐债券A,485114,3.50亿元（2020-09-30）,4.87%,9.57%,7.72%,16.03%,20.16%,149.70%,景晓达/杜海涛,41天,5.72%,2年又80天/15年又128天
蜂巢添益纯债C,008466,0.00亿元（2020-08-13）,0.84%,1.40%,--,--,--,1.56%,金之洁/李海涛,89天,1.32%,256天/1年又178天
天弘弘丰增强回报债券A,006898,1.38亿元（2020-09-30）,-5.70%,-3.63%,-4.20%,-3.63%,--,0.47%,杜广/王昌俊,169天,-3.22%,1年又57天/2年又271天
招商添悦纯债A,006427,3.01亿元（2020-09-30）,0.72%,1.41%,1.46%,3.05%,--,10.26%,刘万锋,2年又77天,10.26%,5年又363天
泰达宏利恒利债券A,004001,8.49亿元（2020-09-30）,0.98%,1.65%,1.71%,3.03%,15.78%,18.98%,傅浩,1年又54天,3.97%,3年又311天
鑫元合享纯债A,000815,3.12亿元（2020-09-30）,0.95%,1.63%,1.28%,2.40%,9.35%,20.07%,王海燕,1年又134天,3.10%,2年又84天
融通收益增强债券A,004025,12.38亿元（2020-09-30）,3.64%,4.27%,5.09%,10.60%,29.40%,31.43%,张一格,3年又134天,31.43%,7年又237天
宝盈鸿盛债券A,008511,5.66亿元（2020-09-30）,0.74%,-0.95%,-1.12%,--,--,-1.27%,李宇昂/邓栋,303天,-1.20%,1年又72天/6年又143天
招商添华纯债A,008804,0.83亿元（2020-09-30）,0.76%,1.23%,--,--,--,1.17%,向霈,178天,1.17%,7年又16天
招商招阳纯债A,008473,1.39亿元（2020-09-30）,0.50%,0.76%,--,--,--,0.65%,康晶,165天,0.65%,5年又160天
西部利得合赢债券A,675051,0.00亿元（2020-09-30）,0.67%,1.24%,1.25%,2.81%,8.42%,12.97%,周帅/唐煜,166天,1.33%,166天/303天
博时富华纯债债券,003730,10.77亿元（2020-09-30）,0.69%,1.59%,1.73%,2.84%,16.56%,19.67%,郭思洁,242天,-0.46%,242天
金鹰鑫日享债券A,006974,1.60亿元（2020-09-30）,2.18%,3.62%,3.40%,4.95%,--,9.25%,林暐/龙悦芳,1年又199天,8.30%,1年又199天/3年又125天
长盛盛康纯债债券C,003923,0.02亿元（2020-09-30）,1.18%,2.06%,1.49%,1.90%,4.53%,10.40%,李琪/蔡宾,1年又47天,2.49%,5年又243天/11年又166天
万家3-5年政金债纯债A,519208,2.55亿元（2020-09-30）,1.07%,2.00%,2.58%,4.62%,14.24%,13.88%,周潜玮,2年又303天,13.23%,2年又316天
鹏扬淳开债券A,007408,1.02亿元（2020-09-30）,0.59%,1.05%,1.48%,2.51%,--,3.29%,王莹莹/陈钟闻,1年又54天,3.08%,2年又140天/3年又154天
淳厚益加债券A,010513,2.24亿元（2020-12-30）,--,--,--,--,--,-0.01%,薛莉丽/祁洁萍,11天,-0.01%,1年又143天/4年又128天
南华瑞泽债券C,008346,0.00亿元（2020-09-30）,3.27%,4.53%,5.45%,--,--,9.94%,曹进前/王明德,357天,9.94%,3年又16天/2年又282天
西部利得合赢债券C,675053,2.03亿元（2020-09-30）,0.66%,1.23%,1.24%,2.76%,6.62%,10.90%,周帅/唐煜,166天,1.31%,166天/303天
民生加银恒益纯债C,005952,24.83亿元（2020-09-30）,0.78%,1.50%,1.57%,2.54%,--,16.20%,胡振仓,2年又211天,16.20%,11年又259天
光大安诚债券A,003197,4.92亿元（2020-09-30）,-0.05%,0.49%,-1.04%,1.94%,18.58%,21.64%,周华,2年又146天,12.15%,2年又154天
博时稳定价值债券B,050006,2.26亿元（2020-09-30）,2.11%,2.36%,3.43%,7.03%,19.52%,132.80%,陈凯杨/邓欣雨,171天,3.11%,8年又37天/7年又109天
富荣富乾债券A,004792,15.67亿元（2020-09-30）,-4.67%,-3.76%,-4.07%,-3.26%,--,2.63%,王丹,32天,-4.67%,1年又152天
博时稳健回报债券(LOF)C,160514,0.57亿元（2020-09-30）,2.08%,3.19%,4.61%,9.90%,28.57%,85.47%,邓欣雨,2年又263天,23.96%,7年又109天
长盛稳怡添利债券A,007833,0.65亿元（2020-09-30）,4.17%,6.33%,7.21%,12.79%,--,12.87%,蔡宾,1年又19天,12.87%,11年又166天
华泰紫金丰益中短债C,007820,5.57亿元（2020-09-30）,2.78%,-6.68%,-6.16%,-4.58%,--,-2.60%,杨义山/阮毅/陈晨,1年又66天,-3.32%,1年又66天/2年又72天/1年又311天
鑫元永利债券,005497,2.00亿元（2020-09-30）,0.95%,1.54%,1.29%,1.11%,--,3.68%,王美芹,223天,-0.17%,4年又159天
招商安泰债券A,217003,4.98亿元（2020-09-30）,0.65%,0.63%,0.66%,2.02%,15.95%,167.36%,康晶,5年又160天,22.48%,5年又160天
金鹰鑫日享债券C,006975,1.58亿元（2020-09-30）,2.16%,3.58%,3.34%,4.84%,--,9.05%,林暐/龙悦芳,1年又199天,8.13%,1年又199天/3年又125天
东方臻享纯债债券C,003838,5.78亿元（2020-09-30）,0.16%,-0.09%,0.43%,1.42%,30.80%,35.94%,车日楠/吴萍萍,244天,-1.28%,255天/4年又296天
中欧弘涛债券C,008946,0.30亿元（2020-09-30）,1.39%,3.83%,3.54%,--,--,4.58%,洪慧梅,236天,3.56%,4年又340天
南方泽元,006183,70.74亿元（2020-09-30）,0.98%,1.40%,1.53%,2.69%,--,9.73%,杜才超,1年又80天,3.91%,4年又33天
浦银安盛双债增强债券C,006467,0.73亿元（2020-09-30）,0.42%,1.25%,1.16%,5.04%,--,8.82%,李羿,220天,2.57%,6年又119天
华宸未来稳健添利债券C,006258,0.58亿元（2020-09-30）,0.38%,0.04%,0.62%,1.32%,--,13.97%,朱文辉,54天,0.43%,5年又287天
富国丰利增强债券,004902,2.84亿元（2020-09-30）,1.68%,1.61%,0.73%,6.90%,17.74%,18.39%,陈斯扬,1年又87天,8.68%,2年又298天
博时稳健回报债券(LOF)A,160513,0.12亿元（2020-09-30）,2.11%,3.32%,4.81%,10.31%,29.96%,84.34%,邓欣雨,2年又263天,25.20%,7年又109天
泰信债券增强收益C,291007,0.01亿元（2020-09-30）,0.80%,0.27%,0.98%,3.51%,10.24%,44.75%,郑宇光,89天,-0.38%,131天
鑫元乾利债券,010459,4.00亿元（2020-12-08）,0.24%,--,--,--,--,0.24%,郭卉,33天,0.24%,1年又30天
海富通可转债优选,519059,0.02亿元（2020-09-30）,-1.03%,-0.87%,-0.10%,1.79%,2.30%,23.20%,何谦,3年又195天,0.79%,4年又250天
浦银安盛双债增强债券A,006466,3.80亿元（2020-09-30）,0.45%,1.34%,1.33%,5.40%,--,9.44%,李羿,220天,2.78%,6年又119天
泰信债券增强收益A,290007,0.02亿元（2020-09-30）,0.83%,0.38%,1.19%,3.92%,11.63%,51.28%,郑宇光,89天,-0.29%,131天
中欧弘涛债券A,004850,3.76亿元（2020-09-30）,1.43%,1.82%,1.64%,4.04%,17.01%,17.55%,洪慧梅,236天,1.71%,4年又340天
广发集裕债券A,002636,1.34亿元（2020-09-30）,1.54%,2.26%,0.31%,7.43%,21.31%,31.50%,谢军,75天,2.02%,14年又124天
招商湖北省主题债券,009173,6.12亿元（2020-09-30）,0.89%,1.06%,1.56%,--,--,1.35%,黄晓婷,286天,1.35%,1年又357天
宝盈盈顺纯债债券C,008711,0.03亿元（2020-09-30）,0.58%,0.82%,0.46%,--,--,-1.92%,高宇,355天,-1.92%,4年又183天
南华瑞泽债券A,008345,0.12亿元（2020-09-30）,3.30%,4.65%,5.65%,--,--,10.36%,曹进前/王明德,357天,10.36%,3年又16天/2年又282天
中银安享债券,005690,40.00亿元（2020-12-31）,0.94%,1.60%,1.77%,3.10%,--,7.45%,周毅,2年又46天,7.45%,2年又334天
万家3-5年政金债纯债C,519209,0.00亿元（2020-09-30）,1.05%,1.94%,2.50%,4.42%,13.03%,12.07%,周潜玮,2年又303天,12.13%,2年又316天
金鹰添荣纯债债券,004033,1.59亿元（2020-09-30）,0.53%,1.73%,2.04%,4.52%,17.03%,20.99%,戴骏,220天,2.08%,4年又83天
天治稳健双鑫债券,007929,1.10亿元（2020-09-30）,1.95%,4.33%,3.19%,7.73%,--,8.20%,王洋,1年又52天,8.20%,7年又33天
华富收益增强债券B,410005,0.47亿元（2020-09-30）,1.06%,2.50%,2.83%,5.70%,14.46%,160.31%,尹培俊,2年又119天,13.46%,6年又312天
广发集裕债券C,002637,0.18亿元（2020-09-30）,1.49%,2.14%,0.08%,6.97%,19.44%,29.00%,谢军,75天,1.90%,14年又124天
宝盈盈顺纯债债券A,008710,0.60亿元（2020-09-30）,0.60%,0.90%,0.65%,--,--,-1.60%,高宇,355天,-1.60%,4年又183天
兴银收益增强债券,003628,0.19亿元（2020-09-30）,2.42%,3.97%,5.49%,10.13%,13.80%,17.22%,袁作栋/范泰奇,326天,7.44%,326天/3年又28天
华安双债添利债券A,000149,1.30亿元（2020-09-30）,1.06%,1.91%,1.76%,4.84%,16.67%,68.74%,朱才敏/贺涛,6年又53天,46.22%,6年又53天/12年又258天
博时稳定价值债券A,050106,1.17亿元（2020-09-30）,2.12%,2.48%,3.58%,7.30%,20.49%,133.29%,陈凯杨/邓欣雨,171天,3.27%,8年又37天/7年又109天
华安双债添利债券C,000150,0.47亿元（2020-09-30）,1.03%,1.80%,1.57%,4.47%,15.46%,65.10%,朱才敏/贺涛,6年又53天,43.56%,6年又53天/12年又258天
景顺景颐招利6个月持有期债券A,010011,8.13亿元（2020-09-29）,2.11%,3.31%,--,--,--,3.30%,董晗/万梦,72天,3.19%,9年又72天/5年又192天
华泰紫金丰益中短债A,007819,6.49亿元（2020-09-30）,2.80%,-6.59%,-5.99%,-4.23%,--,-2.10%,杨义山/阮毅/陈晨,1年又66天,-2.89%,1年又66天/2年又72天/1年又311天
中银产业债债券C,008936,0.00亿元（2020-09-30）,2.31%,4.12%,4.64%,--,--,7.98%,范锐/白洁,75天,3.17%,1年又81天/9年又302天
天弘丰利债券(LOF),164208,1.21亿元（2020-09-30）,-0.99%,0.25%,0.50%,3.83%,16.39%,99.65%,杜广/姜晓丽/刘洋,17天,0.28%,1年又57天/8年又162天/3年又276天
嘉实稳怡债券,004486,0.42亿元（2020-09-30）,1.63%,3.00%,3.41%,6.97%,15.69%,16.19%,王亚洲,1年又70天,7.65%,5年又187天
宝盈鸿盛债券C,008512,0.07亿元（2020-09-30）,0.70%,-1.07%,-1.32%,--,--,-1.62%,李宇昂/邓栋,303天,-1.53%,1年又72天/6年又143天
金元顺安桉盛债券C,007115,0.00亿元（2020-09-30）,-0.24%,1.28%,-1.05%,6.76%,--,6.76%,郭建新,1年又135天,1.16%,3年又352天
景顺景颐招利6个月持有期债券C,010012,1.22亿元（2020-09-29）,2.07%,3.20%,--,--,--,3.19%,董晗/万梦,72天,3.12%,9年又72天/5年又192天
中欧双利债券A,002961,83.72亿元（2020-09-30）,4.69%,6.66%,7.47%,13.22%,25.09%,32.11%,蒋雯文/黄华,1年又41天,15.56%,2年又346天/3年又293天
中银产业债债券A,163827,4.08亿元（2020-09-30）,2.34%,4.23%,4.85%,9.91%,25.97%,45.12%,范锐/白洁,75天,3.26%,1年又81天/9年又302天
工银月月薪定期支付债券A,000236,6.23亿元（2020-09-30）,3.88%,5.28%,4.85%,11.00%,18.55%,79.60%,张洋,1年又219天,21.11%,5年又148天
长信利众债券(LOF)A,163007,16.89亿元（2020-09-30）,0.38%,0.85%,0.92%,1.04%,20.55%,24.99%,刘婧/倪伟,185天,0.97%,185天/1年又116天
中欧聚瑞债券C,005420,0.00亿元（2020-09-30）,1.29%,1.57%,1.67%,0.55%,--,0.62%,洪慧梅/蒋雯文,230天,0.44%,4年又340天/2年又346天
南方双元A,000997,1.41亿元（2020-09-30）,1.66%,1.99%,4.25%,7.73%,19.59%,25.81%,杜才超,256天,6.05%,4年又33天
嘉实多元债券B,070016,7.47亿元（2020-09-30）,5.30%,8.44%,9.57%,18.81%,26.71%,119.83%,洪流/王茜,1年又163天,24.22%,5年又237天/16年又350天
金鹰元盛债券型发起式E,004333,0.28亿元（2020-09-30）,0.42%,0.59%,1.28%,7.12%,19.34%,30.16%,戴骏,1年又247天,9.58%,4年又83天
工银添福债券A,000184,0.72亿元（2020-09-30）,2.63%,3.93%,2.56%,7.75%,8.09%,80.08%,张洋,191天,5.53%,5年又148天
银河银信添利债券A,519667,0.79亿元（2020-09-30）,1.37%,1.89%,2.20%,7.83%,21.37%,97.65%,蒋磊,1年又148天,10.86%,4年又138天
汇添富双利增强债券A,000406,3.86亿元（2020-09-30）,2.07%,4.84%,5.29%,9.88%,22.99%,65.42%,徐光,114天,4.31%,2年又143天
鹏华9-10年利率发起式债券C,009276,0.00亿元（2020-09-30）,1.20%,1.65%,0.34%,--,--,-3.24%,李振宇,277天,-3.24%,4年又14天
上银政策性金融债,007492,17.03亿元（2020-09-30）,0.98%,1.53%,1.54%,3.14%,--,3.25%,陈芳菲/高永,82天,1.40%,2年又295天/4年又15天
金鹰元盛债券型发起式C,162108,0.38亿元（2020-09-30）,0.35%,0.44%,1.05%,6.48%,17.39%,36.43%,戴骏,1年又247天,8.50%,4年又83天
东方臻享纯债债券A,003837,6.53亿元（2020-09-30）,0.17%,-0.07%,0.46%,1.52%,12.42%,17.70%,车日楠/吴萍萍,244天,-1.22%,255天/4年又296天
国金惠盈纯债C,006760,1.75亿元（2020-09-30）,0.59%,0.91%,0.50%,2.56%,--,6.90%,于涛,237天,-1.71%,1年又198天
上投摩根纯债债券B,371120,0.54亿元（2020-09-30）,1.52%,2.64%,1.09%,1.69%,9.97%,50.99%,聂曙光,6年又119天,34.34%,10年又133天
中欧双利债券C,002962,9.25亿元（2020-09-30）,4.66%,6.55%,7.26%,12.76%,23.66%,30.03%,蒋雯文/黄华,1年又41天,15.06%,2年又346天/3年又293天
平安3-5年政策性金融债C,006935,0.00亿元（2020-09-30）,1.00%,1.99%,1.81%,2.45%,--,4.89%,田元强,320天,1.02%,2年又46天
南方多利增强债券A,202103,4.98亿元（2020-09-30）,1.44%,3.10%,3.67%,6.24%,18.24%,86.72%,李璇,128天,2.32%,10年又113天
国金惠盈纯债E,009604,0.00亿元（2020-09-30）,0.59%,3.61%,3.22%,--,--,0.15%,于涛,230天,0.15%,1年又198天
国金惠盈纯债A,006549,9.11亿元（2020-09-30）,0.61%,0.96%,0.61%,2.77%,--,7.44%,于涛,237天,-1.59%,1年又198天
长盛稳怡添利债券C,007834,0.16亿元（2020-09-30）,4.12%,6.20%,6.98%,12.32%,--,12.38%,蔡宾,1年又19天,12.38%,11年又166天
中欧纯债债券(LOF)C,166016,0.11亿元（2020-09-30）,0.66%,0.99%,0.83%,2.48%,11.06%,57.22%,华李成,163天,1.08%,2年又288天
海富通稳固收益债券,519030,5.84亿元（2020-09-30）,2.63%,4.69%,4.60%,9.16%,27.05%,85.15%,江勇/陈轶平,73天,3.30%,2年又185天/7年又136天
信达澳银信用债债券A,610008,3.47亿元（2020-09-30）,3.30%,4.76%,3.75%,7.11%,21.24%,42.94%,尹华龙,2年又234天,19.62%,3年又260天
平安鼎信债券,002988,0.20亿元（2020-09-30）,1.61%,3.73%,3.14%,5.30%,19.61%,24.05%,余斌,1年又135天,9.24%,3年又87天
鹏华9-10年利率发起式债券A,007309,0.12亿元（2020-09-30）,1.24%,1.78%,0.57%,3.20%,--,6.28%,李振宇,1年又247天,6.28%,4年又14天
新华增盈回报债券,000973,54.17亿元（2020-09-30）,2.35%,4.16%,4.58%,12.09%,26.60%,53.18%,姚秋,1年又193天,16.71%,6年又178天
工银月月薪定期支付债券C,002492,2.90亿元（2020-09-30）,3.81%,5.21%,4.68%,10.70%,17.56%,25.20%,张洋,1年又219天,20.50%,5年又148天
交银增利债券A/B,519680,10.12亿元（2020-09-30）,1.54%,2.17%,2.38%,5.24%,21.15%,109.21%,魏玉敏,141天,1.52%,2年又135天
