基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
中银永利半年定开债,002826,17.89亿元（2020-09-30）,0.36%,1.08%,0.45%,5.22%,24.20%,21.84%,范锐,146天,0.63%,1年又81天
华安聚利18个月定开债C,002949,0.03亿元（2020-09-30）,0.92%,1.08%,0.63%,2.23%,12.43%,12.58%,石雨欣,4年又155天,12.58%,5年又179天
工银瑞盈18个月定开债,003341,0.51亿元（2020-09-30）,1.88%,2.46%,-0.78%,-1.49%,8.45%,12.77%,李昱/李敏,328天,0.36%,2年又353天/7年又94天
中加纯债两年债券C,003661,0.00亿元（2020-09-30）,0.27%,-1.40%,-1.26%,0.43%,13.72%,18.25%,杨宇俊,4年又61天,18.25%,4年又294天
农银汇理金穗纯债3个月定开债,003526,759.24亿元（2020-09-30）,0.60%,0.98%,0.95%,2.16%,10.01%,13.10%,姚臻,4年又65天,13.10%,4年又159天
鹏华丰饶定开债,000329,4.58亿元（2020-09-30）,0.54%,0.81%,1.45%,4.00%,18.71%,16.69%,曾皓明,19天,0.45%,318天
泰康安悦纯债3月定开债券,005172,14.58亿元（2020-09-30）,0.88%,1.03%,1.67%,3.15%,16.14%,16.77%,黄钟/任翀,1年又110天,4.43%,1年又110天/4年又294天
兴业定开债C,002507,4.60亿元（2020-09-30）,0.53%,0.71%,0.79%,3.34%,15.40%,19.86%,腊博/周鸣,4年又294天,19.86%,6年又345天/10年又340天
浙商汇金聚利一年定开债A,002805,0.26亿元（2020-09-30）,0.65%,0.94%,1.20%,2.87%,16.99%,20.03%,王宇超,33天,0.65%,152天
长盛年年收益定期债券A,000225,0.53亿元（2020-09-30）,1.01%,1.38%,-0.09%,1.12%,4.88%,32.14%,段鹏,6年又80天,15.11%,6年又277天
海富通瑞祥一年定开债券,519138,2.47亿元（2020-09-30）,0.93%,0.93%,0.75%,4.43%,18.05%,19.35%,张靖爽,1年又116天,5.78%,4年又173天
中加聚鑫纯债一年定开A,004940,2.59亿元（2020-09-30）,0.59%,0.51%,1.18%,6.79%,16.43%,17.78%,袁素,27天,0.45%,86天
博时安仁一年定开发起式债券C,002905,0.00亿元（2020-09-30）,0.66%,0.95%,0.74%,2.50%,11.45%,12.17%,魏桢,123天,1.19%,7年又349天
长信稳裕三个月定开债,006174,5.84亿元（2020-09-30）,-0.45%,-1.00%,0.99%,5.95%,--,14.05%,冯彬,256天,3.75%,3年又80天
工银添祥一年定开债券,006004,2.45亿元（2020-09-30）,1.74%,2.64%,3.05%,5.03%,--,12.81%,李娜/何秀红,1年又82天,6.29%,3年又352天/9年又337天
华泰保兴尊诚一年定开债,004024,18.62亿元（2020-09-30）,0.61%,0.95%,1.75%,4.61%,23.67%,27.89%,张挺,3年又322天,27.89%,3年又322天
银华岁盈定期开放债券,005500,2.32亿元（2020-09-30）,0.81%,0.92%,0.81%,2.78%,--,10.37%,李丹/邹维娜,82天,0.66%,82天/7年又158天
万家年年恒荣定开债A,519206,5.93亿元（2020-09-30）,0.94%,0.61%,0.97%,2.80%,15.11%,18.27%,尹诚庸,1年又247天,6.56%,5年又163天
中加纯债一年A,000552,12.97亿元（2020-09-30）,0.84%,0.35%,0.44%,3.70%,16.99%,58.39%,闫沛贤,6年又294天,58.39%,7年又83天
泓德裕鑫一年定开债券A,004196,8.50亿元（2020-09-30）,0.83%,0.68%,0.85%,4.66%,22.78%,24.86%,赵端端/李倩,2年又78天,14.14%,2年又108天/5年又22天
广发汇安18个月定开债C,004387,0.00亿元（2020-09-30）,0.63%,0.34%,0.17%,2.51%,15.83%,17.22%,代宇,3年又286天,17.22%,9年又161天
长盛年年收益定期债券C,000226,0.02亿元（2020-09-30）,1.01%,1.29%,-0.18%,0.88%,3.90%,29.36%,段鹏,6年又80天,12.98%,6年又277天
江信一年定开,003390,0.55亿元（2020-09-30）,1.19%,1.74%,2.67%,3.25%,12.44%,11.62%,杨淳/郑昱,3年又269天,11.62%,4年又168天/6年又228天
泓德裕泽一年定开债券A,002740,7.48亿元（2020-09-30）,0.80%,0.66%,0.84%,4.60%,22.07%,24.15%,赵端端/李倩,2年又78天,13.58%,2年又108天/5年又22天
浦银安盛幸福聚益定开债A,519326,0.78亿元（2020-09-30）,0.96%,0.87%,0.21%,2.16%,8.65%,10.83%,章潇枫,3年又217天,10.76%,3年又241天
天弘穗利一年定开债A,006722,0.57亿元（2020-09-30）,-1.74%,-0.85%,-0.16%,3.15%,--,7.31%,贺剑,128天,-1.89%,193天
江信聚福定开债,000583,0.65亿元（2020-09-30）,0.65%,0.81%,1.81%,3.71%,16.14%,50.55%,静鹏,1年又299天,6.95%,4年又168天
国寿安保安吉纯债半年定开债,004821,52.27亿元（2020-09-30）,0.94%,1.10%,0.98%,3.27%,18.39%,18.09%,董瑞倩/吴闻,3年又136天,18.04%,6年又172天/5年又77天
中加纯债两年债券A,003660,11.01亿元（2020-09-30）,0.29%,-1.34%,-1.15%,0.68%,14.63%,19.65%,杨宇俊,4年又61天,19.65%,4年又294天
中银丰禧定期开放债券,005322,26.60亿元（2020-09-30）,0.75%,1.16%,1.06%,2.86%,12.50%,12.63%,郑涛,3年又15天,12.63%,4年又218天
鑫元兴利定期开放债,002265,12.51亿元（2020-09-30）,0.91%,1.24%,1.25%,2.49%,15.30%,18.20%,颜昕,1年又88天,3.52%,5年又200天
浦银安盛6个月定期债券C,519122,0.02亿元（2020-09-30）,0.64%,1.11%,1.86%,3.40%,10.85%,32.96%,刘大巍,4年又139天,13.41%,4年又147天
广发汇富一年定期债券C,004022,0.00亿元（2020-09-30）,0.75%,0.24%,-0.97%,0.70%,14.54%,16.49%,代宇,3年又332天,16.49%,9年又161天
兴业定开债A,000546,11.23亿元（2020-09-30）,0.60%,0.87%,1.04%,3.82%,16.61%,51.26%,腊博/周鸣,5年又172天,28.78%,6年又345天/10年又340天
中加纯债一年C,000553,1.50亿元（2020-09-30）,0.74%,0.26%,0.18%,3.27%,15.69%,54.44%,闫沛贤,6年又294天,54.44%,7年又83天
广发集利一年定开债C,000268,2.23亿元（2020-09-30）,1.12%,1.11%,0.01%,2.27%,14.23%,58.61%,代宇,7年又144天,58.61%,9年又161天
博时安怡6个月,002625,3.05亿元（2020-09-30）,0.55%,1.11%,0.92%,2.05%,12.82%,14.63%,陈黎,1年又26天,2.34%,2年又277天
东方永泰纯债1年A,006715,50.69亿元（2020-09-30）,0.78%,0.04%,0.35%,2.22%,--,7.17%,吴萍萍,1年又358天,7.17%,4年又296天
诺安浙享定开债券,005655,20.69亿元（2020-09-30）,0.78%,0.93%,1.08%,3.65%,--,10.12%,裴禹翔/岳帅,2年又66天,9.41%,4年又340天/4年又127天
万家安弘纯债一年定开债C,004682,0.14亿元（2020-09-30）,0.85%,1.17%,1.37%,4.07%,16.29%,17.40%,陈奕雯/苏谋东,1年又324天,7.74%,1年又324天/7年又228天
诺安鑫享定开债发起式,005548,51.75亿元（2020-09-30）,0.85%,1.49%,0.28%,2.77%,--,12.73%,郭晓晖/裴禹翔,2年又28天,7.81%,2年又45天/4年又340天
鹏华永融一年定期开放债券,006958,5.41亿元（2020-09-30）,0.54%,0.37%,0.85%,2.70%,--,7.33%,邓明明,206天,1.04%,1年又220天
天弘穗利一年定开债C,006723,0.61亿元（2020-09-30）,-1.77%,-0.92%,-0.31%,2.84%,--,6.69%,贺剑,128天,-1.98%,193天
长信纯债一年定开债C,519972,0.24亿元（2020-09-30）,0.79%,0.95%,1.34%,3.69%,17.29%,56.40%,刘婧/冯彬,185天,2.41%,185天/3年又80天
万家安弘纯债一年定开债A,004681,5.86亿元（2020-09-30）,0.87%,1.21%,1.47%,4.27%,17.00%,18.20%,陈奕雯/苏谋东,1年又324天,8.16%,1年又324天/7年又228天
江信汇福,002448,4.34亿元（2020-09-30）,0.67%,1.13%,1.76%,3.45%,15.96%,8.16%,杨鹏飞,39天,0.67%,2年又240天
博时安泰18个月定开债A,002356,2.36亿元（2020-09-30）,0.84%,0.49%,1.03%,4.68%,18.90%,20.56%,程卓,2年又302天,17.60%,4年又153天
鹏华3个月中短债A,006434,4.87亿元（2020-09-30）,0.54%,0.77%,1.32%,2.96%,--,8.19%,张佳蕾/叶朝明/方昶,219天,1.45%,2年又84天/6年又318天/2年又182天
民生加银睿通3个月定开债,005425,42.08亿元（2020-09-30）,0.74%,1.13%,1.07%,2.97%,--,6.24%,姚航,1年又144天,4.41%,6年又357天
浦银安盛幸福聚益定开债C,519327,0.05亿元（2020-09-30）,0.92%,0.77%,0.03%,1.80%,7.48%,9.21%,章潇枫,3年又217天,9.35%,3年又241天
东方永泰纯债1年C,006716,7.88亿元（2020-09-30）,0.75%,-0.07%,0.15%,1.83%,--,6.34%,吴萍萍,1年又358天,6.34%,4年又296天
泓德裕鑫一年定开债券C,004197,0.01亿元（2020-09-30）,0.79%,0.56%,0.65%,4.32%,21.48%,23.30%,赵端端/李倩,2年又78天,13.33%,2年又108天/5年又22天
广发汇承定期开放债券,006504,5.23亿元（2020-09-30）,0.68%,1.11%,0.88%,3.04%,--,7.70%,谢军,243天,0.00%,14年又124天
浦银安盛幸福聚利定开债C,519321,0.01亿元（2020-09-30）,0.66%,0.66%,0.38%,2.58%,9.10%,11.53%,刘大巍,3年又269天,11.20%,4年又147天
中银丰和定开债券,004722,479.79亿元（2020-09-30）,0.89%,1.57%,0.96%,3.26%,15.12%,15.45%,索丽娜/郑涛,1年又163天,5.08%,1年又318天/4年又218天
鑫元添利三个月定开债,004031,1.44亿元（2020-09-30）,0.65%,0.87%,0.06%,2.27%,4.64%,6.09%,郭卉,223天,-0.88%,1年又30天
中银互利半年定开债,163825,2.01亿元（2020-09-30）,1.19%,2.91%,3.76%,6.85%,16.50%,71.98%,周毅/奚鹏洲,2年又334天,15.60%,2年又334天/10年又239天
中银福建国企债定开债A,006846,9.80亿元（2020-09-30）,1.23%,1.38%,1.74%,4.81%,--,7.22%,易芳菲,1年又200天,7.22%,4年又231天
中信建投稳裕定开债A,003573,8.10亿元（2020-09-30）,1.03%,1.27%,0.89%,3.16%,15.42%,16.76%,许健,2年又107天,10.41%,3年又323天
中信建投山西国企债C,005528,0.06亿元（2020-09-30）,0.92%,1.01%,1.18%,2.80%,--,13.25%,刘博/黄海浩,2年又71天,12.60%,2年又71天/4年又231天
万家年年恒荣定开债C,519207,0.00亿元（2020-09-30）,0.90%,0.51%,0.78%,2.41%,13.76%,15.78%,尹诚庸,1年又247天,5.88%,5年又163天
博时裕安纯债定开债发起式,002447,9.83亿元（2020-09-30）,0.77%,0.80%,0.78%,2.44%,14.32%,19.56%,魏桢,246天,0.01%,7年又349天
中信建投山西国企债A,005527,2.33亿元（2020-09-30）,0.94%,1.11%,1.39%,3.21%,--,14.30%,刘博/黄海浩,2年又71天,13.58%,2年又71天/4年又231天
兴业增益五年定开债,002870,21.19亿元（2020-09-30）,0.66%,1.04%,0.75%,2.10%,12.33%,12.00%,丁进,18天,0.28%,5年又228天
中银富享定开债,004038,20.06亿元（2020-09-30）,0.99%,1.42%,1.42%,2.67%,14.26%,17.08%,易芳菲,18天,0.39%,4年又231天
银河君辉3个月定开债,519632,10.26亿元（2020-09-30）,0.82%,1.04%,1.36%,3.22%,11.63%,14.24%,蒋磊,2年又21天,6.94%,4年又138天
金元顺安沣泰定开债发起式,005818,10.67亿元（2020-09-30）,0.79%,1.18%,0.90%,3.01%,--,13.11%,苏利华,2年又247天,13.11%,2年又350天
南方集利18个月定开债券A,008743,33.59亿元（2020-09-30）,1.72%,3.62%,4.11%,--,--,4.64%,金凌志,290天,4.64%,3年又167天
招商招兴3个月定开A,002756,47.95亿元（2020-09-30）,0.77%,1.50%,0.66%,3.12%,16.22%,22.50%,范刚强,1年又42天,3.62%,1年又42天
中银丰润定期开放债券,003832,164.80亿元（2020-09-30）,0.92%,1.61%,0.98%,3.10%,16.87%,17.83%,易芳菲,4年又41天,17.83%,4年又231天
银华信用精选一年定开债,006612,52.05亿元（2020-09-30）,0.54%,0.60%,1.93%,5.61%,--,14.90%,刘小平,2年又37天,14.90%,2年又37天
博时安泰18个月定开债C,002357,0.07亿元（2020-09-30）,0.75%,0.30%,0.76%,4.15%,16.72%,16.95%,程卓,2年又302天,15.56%,4年又153天
中银惠利半年定开债,000372,2.03亿元（2020-09-30）,1.53%,2.51%,3.11%,5.15%,18.15%,51.98%,范静/奚鹏洲,7年又40天,50.63%,7年又40天/10年又239天
南方集利18个月定开债券C,008744,7.04亿元（2020-09-30）,1.68%,3.51%,3.89%,--,--,4.31%,金凌志,290天,4.31%,3年又167天
长信金葵纯债C,002255,0.13亿元（2020-09-30）,-0.30%,-2.43%,-1.07%,3.09%,16.20%,21.45%,冯彬,306天,1.50%,3年又80天
大摩18个月定开债,000064,30.52亿元（2020-09-30）,1.16%,0.75%,0.48%,2.36%,18.53%,69.58%,李轶,7年又201天,69.58%,12年又62天
浙商汇金聚利一年定开债C,002806,0.74亿元（2020-09-30）,0.57%,0.76%,1.04%,2.44%,15.67%,18.10%,王宇超,33天,0.67%,152天
中加纯债定开债券A,004911,88.90亿元（2020-09-30）,1.01%,1.67%,1.09%,3.29%,13.64%,15.91%,王霈,312天,1.52%,326天
浦银安盛盛通定开债券,004800,51.25亿元（2020-09-30）,0.73%,1.11%,1.09%,2.85%,12.23%,12.37%,刘大巍,3年又14天,12.37%,4年又147天
浦银安盛幸福回报定开债B,519119,0.22亿元（2020-09-30）,0.78%,0.78%,0.10%,1.66%,9.83%,46.00%,刘大巍,1年又110天,2.33%,4年又147天
前海开源乾利定期开放债券,006949,59.62亿元（2020-09-30）,0.96%,1.35%,1.43%,3.14%,--,6.27%,王旭巍,1年又347天,6.27%,14年又282天
中银悦享定期开放债券发起式,003213,205.79亿元（2020-09-30）,0.97%,1.62%,0.94%,3.40%,14.57%,13.20%,范锐/白洁,249天,-0.81%,1年又81天/9年又302天
银华信用精选18个月定开债,008111,38.65亿元（2020-09-30）,0.63%,0.25%,1.51%,--,--,3.25%,刘小平,325天,3.25%,2年又37天
博时安誉18个月定开债,002048,1.87亿元（2020-09-30）,0.96%,0.87%,0.59%,2.96%,15.26%,15.39%,程卓,2年又302天,14.56%,4年又153天
工银丰淳半年定开债券,004032,41.23亿元（2020-09-30）,0.97%,1.23%,0.92%,3.24%,10.58%,14.69%,陈桂都,1年又352天,6.69%,4年又131天
浙商惠丰定开债,002830,5.64亿元（2020-09-30）,1.06%,1.60%,1.41%,3.94%,15.27%,18.76%,周锦程,1年又116天,5.55%,3年又328天
长信富全纯债一年定开债A,519941,0.10亿元（2020-09-30）,0.47%,0.63%,0.64%,1.74%,14.36%,17.92%,张文琍,306天,0.17%,15年又49天
中加聚鑫纯债一年定开C,004941,0.09亿元（2020-09-30）,0.57%,0.44%,1.04%,6.48%,15.40%,16.63%,袁素,27天,0.43%,86天
中银利享定期开放债券,004844,10.83亿元（2020-09-30）,0.86%,1.14%,0.84%,3.32%,14.14%,14.61%,陈鹄飞,87天,1.17%,1年又81天
中航瑞景3个月定开A,006053,6.16亿元（2020-09-30）,0.67%,1.28%,1.02%,3.16%,--,8.79%,茅勇峰,2年又136天,8.79%,2年又210天
招商招兴3个月定开C,002757,0.00亿元（2020-09-30）,0.75%,1.44%,0.56%,2.93%,15.77%,21.20%,范刚强,1年又42天,3.40%,1年又42天
浦银安盛幸福聚利定开债A,519320,0.21亿元（2020-09-30）,0.75%,0.75%,0.56%,2.85%,10.23%,13.27%,刘大巍,3年又269天,12.48%,4年又147天
华安年年红债券A,000227,28.73亿元（2020-09-30）,0.19%,0.96%,1.44%,7.84%,23.32%,63.28%,周益鸣,1年又32天,8.35%,2年又217天
博时富兴纯债3个月定开债发起式,005820,26.27亿元（2020-09-30）,0.87%,0.84%,0.79%,3.69%,--,14.77%,陈黎,1年又145天,5.21%,2年又277天
东方红鑫裕两年定开信用债,008428,10.18亿元（2020-09-30）,1.59%,2.55%,4.05%,--,--,5.44%,陈觉平,359天,5.44%,2年又199天
国泰信利三个月定开债,006782,10.18亿元（2020-09-30）,1.04%,1.10%,1.12%,2.92%,--,5.46%,刘嵩扬,184天,1.74%,191天
浦银安盛幸福回报定开债A,519118,1.07亿元（2020-09-30）,0.77%,0.87%,0.29%,1.95%,10.87%,50.24%,刘大巍,1年又110天,2.82%,4年又147天
金元顺安沣顺定开债,005817,13.40亿元（2020-09-30）,0.83%,1.10%,1.08%,3.27%,--,15.09%,周博洋,2年又266天,15.09%,2年又350天
东兴兴福一年定开债券,007091,1.02亿元（2020-09-30）,0.50%,0.47%,0.50%,1.63%,--,4.44%,张琳娜,1年又276天,4.44%,5年又270天
银河丰泰3个月定开债券,006856,15.44亿元（2020-09-30）,0.91%,1.24%,0.75%,3.04%,--,6.78%,张沛,1年又235天,6.78%,2年又343天
农银汇理丰盈三年定开债,007573,45.62亿元（2020-09-30）,0.23%,1.29%,2.25%,3.62%,--,3.83%,王明君/郭振宇,1年又38天,3.83%,1年又138天/1年又343天
汇添富盛安39个月定开债,007948,80.19亿元（2020-09-30）,0.31%,0.96%,1.81%,3.46%,--,4.30%,胡娜,1年又109天,4.30%,5年又90天
华安鼎信3个月定开债,007420,30.70亿元（2020-09-30）,0.88%,1.09%,1.30%,3.92%,--,6.67%,朱才敏,1年又241天,6.67%,6年又53天
东方永兴18个月定开债A,003324,1.03亿元（2020-09-30）,0.60%,-2.81%,-2.30%,0.99%,17.98%,21.49%,吴萍萍,3年又293天,21.24%,4年又296天
红塔红土盛商一年定开债A,004708,2.17亿元（2020-09-30）,0.32%,2.10%,4.29%,14.57%,21.19%,21.68%,梁钧,66天,0.69%,6年又24天
长信富全纯债一年定开债C,519940,0.11亿元（2020-09-30）,0.43%,0.51%,0.43%,1.33%,12.97%,15.58%,张文琍,306天,-0.17%,15年又49天
中银季季红定开债,002985,9.97亿元（2020-09-30）,0.98%,2.25%,3.29%,5.35%,20.41%,22.18%,易芳菲,87天,1.41%,4年又231天
银河铭忆3个月定开债券,005384,5.05亿元（2020-09-30）,0.67%,1.06%,1.08%,2.80%,13.32%,13.58%,刘铭,3年又22天,13.58%,4年又33天
宝盈聚丰两年定开债券A,006023,1.01亿元（2020-09-30）,1.64%,-0.52%,0.97%,3.66%,--,4.71%,李宇昂,64天,1.86%,1年又72天
长信稳通三个月定开债发起式,004887,10.92亿元（2020-09-30）,0.55%,1.04%,1.18%,2.45%,10.91%,11.72%,杜国昊,123天,1.17%,1年又43天
人保纯债一年定开C,005716,0.01亿元（2020-09-30）,0.41%,-1.05%,-1.41%,-1.02%,--,4.12%,朱锐,186天,-1.23%,1年又297天
长信金葵纯债A,002254,2.22亿元（2020-09-30）,-0.26%,-2.33%,-0.87%,3.51%,17.60%,23.90%,冯彬,306天,1.83%,3年又80天
长江安盈中短债六个月定开,007414,10.06亿元（2020-09-30）,0.82%,0.80%,1.03%,2.84%,--,3.95%,漆志伟,1年又108天,3.95%,4年又86天
长城嘉鑫两年定开债C,008288,0.00亿元（2020-09-30）,0.32%,0.96%,1.65%,3.07%,--,3.25%,徐涛国,1年又30天,3.25%,3年又203天
中银福建国企债定开债C,006847,0.04亿元（2020-09-30）,1.19%,1.28%,1.56%,4.44%,--,6.64%,易芳菲,1年又200天,6.64%,4年又231天
兴业纯债6个月定开债A,005988,6.28亿元（2020-09-30）,1.09%,1.46%,1.09%,3.77%,--,11.53%,伍方方,1年又192天,5.61%,2年又228天
财通鸿睿12个月定开债C,005685,0.56亿元（2020-09-30）,-0.34%,0.58%,1.31%,3.23%,--,13.55%,顾宇笛/陈希希,1年又291天,8.24%,3年又135天/2年又302天
博时裕丰纯债3个月定开债,002109,29.76亿元（2020-09-30）,0.99%,0.97%,0.53%,2.30%,14.97%,19.16%,陈黎,1年又306天,5.45%,2年又277天
长信富海纯债一年定开债C,519953,0.46亿元（2020-09-30）,0.48%,0.63%,1.07%,3.88%,15.51%,23.46%,张文琍,3年又353天,16.92%,15年又49天
红塔红土盛商一年定开债C,004709,0.03亿元（2020-09-30）,0.27%,1.99%,4.08%,14.11%,19.76%,20.10%,梁钧,66天,0.62%,6年又24天
前海联合淳安3年定开债券,008160,62.67亿元（2020-09-30）,0.31%,0.85%,1.61%,3.28%,--,3.60%,张文/敬夏玺,74天,0.60%,74天/4年又146天
国寿安保泰瑞纯债一年定开债,008503,10.33亿元（2020-09-30）,0.79%,0.82%,1.12%,4.16%,--,4.13%,陶尹斌,1年又16天,4.13%,1年又325天
长信纯债一年定开债A,519973,2.80亿元（2020-09-30）,0.83%,1.06%,1.54%,4.09%,18.75%,61.01%,刘婧/冯彬,185天,2.62%,185天/3年又80天
长信富瑞两年定开债券C,007428,0.22亿元（2020-09-30）,0.16%,0.54%,1.80%,3.47%,--,4.08%,杜国昊/陆莹,237天,2.38%,1年又43天/4年又13天
中邮定开债A,000271,1.76亿元（2020-09-30）,0.78%,0.49%,1.06%,2.61%,15.05%,52.22%,张悦/武志骁,68天,0.12%,68天/1年又242天
长信富瑞两年定开债券A,005718,6.06亿元（2020-09-30）,0.18%,0.61%,1.92%,3.73%,--,4.43%,杜国昊/陆莹,237天,2.54%,1年又43天/4年又13天
中欧安财定开债发起式,005964,14.35亿元（2020-09-30）,0.94%,1.56%,1.48%,4.00%,--,17.38%,蒋雯文/黄华,1年又41天,4.68%,2年又346天/3年又293天
鹏华永润一年定期开放债券,006956,18.41亿元（2020-09-30）,0.52%,0.18%,0.52%,1.76%,--,6.41%,刘涛,1年又296天,6.41%,4年又229天
工银瑞泽定开债券,006617,5.74亿元（2020-09-30）,1.05%,1.89%,1.96%,2.01%,--,3.53%,陈桂都,1年又177天,3.53%,4年又131天
鹏华3个月中短债C,006456,1.39亿元（2020-09-30）,0.51%,0.67%,1.11%,2.55%,--,7.16%,张佳蕾/叶朝明/方昶,219天,1.21%,2年又84天/6年又318天/2年又182天
中邮定开债C,000272,0.27亿元（2020-09-30）,0.77%,0.39%,0.87%,2.22%,14.01%,49.26%,张悦/武志骁,68天,0.02%,68天/1年又242天
兴业稳固收益两年理财债券,001369,34.43亿元（2020-09-30）,0.30%,0.83%,1.58%,3.13%,10.79%,18.74%,唐丁祥,1年又199天,4.64%,1年又326天
财通鸿睿12个月定开债A,005684,0.39亿元（2020-09-30）,-0.30%,0.70%,1.53%,3.67%,--,14.68%,顾宇笛/陈希希,1年又291天,9.04%,3年又135天/2年又302天
华富富瑞3个月定开债,005781,46.66亿元（2020-09-30）,0.89%,1.24%,1.00%,2.51%,--,9.99%,陶祺/倪莉莎,243天,0.10%,1年又110天/3年又121天
中航瑞景3个月定开C,006054,0.10亿元（2020-09-30）,0.66%,1.25%,0.97%,3.05%,--,8.53%,茅勇峰,2年又136天,8.53%,2年又210天
鹏扬淳优一年定期开放债,005398,14.86亿元（2020-09-30）,0.92%,1.32%,1.29%,3.41%,--,15.92%,王莹莹/陈钟闻,2年又140天,10.62%,2年又140天/3年又154天
华富安兴39个月定开债A,008018,70.86亿元（2020-09-30）,0.32%,0.81%,1.69%,3.09%,--,3.53%,陶祺/倪莉莎,243天,2.03%,1年又110天/3年又121天
山西证券裕泰3个月定开,007212,15.26亿元（2020-09-30）,0.98%,1.23%,1.28%,3.53%,--,5.70%,刘相鹏/华志贵,1年又226天,5.70%,2年又253天/9年又203天
银华中短政策金融债定开债,006415,33.37亿元（2020-09-30）,0.91%,1.34%,1.10%,2.92%,--,8.09%,吴文明,2年又84天,8.09%,3年又302天
格林泓泰三个月定开债A,007710,2.55亿元（2020-09-30）,0.59%,1.21%,0.83%,4.50%,--,6.24%,杜钧天/张晓圆,193天,0.83%,193天/2年又39天
东方卓行18个月定开债券A,008322,11.00亿元（2020-09-30）,1.65%,-0.14%,1.09%,3.45%,--,3.50%,刘长俊/吴萍萍,1年又9天,3.45%,2年又320天/4年又296天
鑫元承利三个月定开债,006993,30.11亿元（2020-09-30）,0.88%,1.46%,0.03%,1.82%,--,4.90%,郑文旭,265天,-2.65%,2年又339天
中银康享3个月定期开放债券,007712,8.46亿元（2020-09-30）,0.82%,1.53%,2.85%,6.41%,--,8.39%,方抗,1年又138天,8.39%,6年又147天
博时裕嘉纯债3个月定开债,001545,30.67亿元（2020-09-30）,0.67%,1.18%,1.01%,3.12%,15.29%,19.97%,程卓,1年又306天,6.98%,4年又153天
格林泓泰三个月定开债C,007711,0.01亿元（2020-09-30）,0.58%,1.18%,0.78%,4.42%,--,8.37%,杜钧天/张晓圆,193天,0.78%,193天/2年又39天
创金合信泰盈双季红定开债券A,005836,0.01亿元（2020-09-30）,0.91%,1.76%,1.09%,2.32%,--,3.34%,谢创/郑振源,1年又87天,3.34%,2年又122天/5年又242天
天弘季季兴三个月定开A,008644,8.70亿元（2020-09-30）,1.04%,0.98%,0.24%,3.02%,--,3.15%,陈钢/柴文婷,326天,1.22%,8年又180天/3年又276天
长信富平纯债一年定开债C,002859,0.36亿元（2020-09-30）,0.47%,0.55%,0.75%,3.17%,13.59%,14.37%,张文琍,4年又149天,14.37%,15年又49天
华富安兴39个月定开债C,008019,0.00亿元（2020-09-30）,0.39%,1.07%,2.17%,4.11%,--,4.79%,陶祺/倪莉莎,243天,2.66%,1年又110天/3年又121天
银华华茂定开债券,005529,3.38亿元（2020-09-30）,0.95%,1.15%,1.02%,3.70%,--,12.42%,吴文明,2年又231天,12.42%,3年又302天
华安年年红债券C,001994,1.16亿元（2020-09-30）,0.19%,0.87%,1.16%,7.34%,21.42%,26.98%,周益鸣,1年又32天,7.85%,2年又217天
浦银安盛盛诺定开债券,007889,60.59亿元（2020-09-30）,1.12%,1.68%,0.79%,2.29%,--,3.10%,刘大巍,1年又123天,3.10%,4年又147天
东方臻萃3个月定开债券A,009461,0.07亿元（2020-09-30）,0.64%,1.85%,3.16%,--,--,3.56%,吴萍萍,234天,3.56%,4年又296天
万家玖盛9个月定开债A,004464,22.41亿元（2020-09-30）,1.21%,1.72%,1.78%,6.27%,15.09%,17.67%,周潜玮,1年又124天,7.50%,2年又316天
中银聚利半年定开债,000632,2.66亿元（2020-09-30）,0.97%,1.30%,4.68%,4.41%,18.28%,36.47%,陈玮,5年又207天,29.95%,6年又12天
南方恒新39个月C,007568,0.57亿元（2020-09-30）,0.34%,1.08%,2.71%,4.68%,--,6.24%,何康,1年又164天,6.24%,6年又56天
上银聚增富定期开放债券,005431,8.81亿元（2020-09-30）,0.75%,1.05%,1.01%,2.58%,11.70%,11.84%,高永,3年又15天,11.84%,4年又15天
中欧弘安一年定期开放债券,003419,16.39亿元（2020-09-30）,0.66%,0.53%,1.10%,3.20%,15.20%,17.52%,张明/洪慧梅,158天,0.98%,158天/4年又340天
浙商汇金聚禄一年定期A,005423,0.51亿元（2020-09-30）,0.61%,0.86%,1.20%,2.97%,--,12.11%,王宇超,33天,0.69%,152天
广发汇利一年定期开放债券,008296,10.19亿元（2020-09-30）,1.06%,1.00%,0.68%,3.02%,--,2.97%,张芊,1年又16天,2.97%,8年又29天
光大尊泰定开债,006565,41.31亿元（2020-09-30）,0.28%,0.80%,1.56%,3.02%,--,3.22%,魏丽,1年又37天,3.22%,4年又252天
鑫元安睿三年定开债,007761,15.23亿元（2020-09-30）,0.31%,0.86%,1.65%,3.33%,--,4.40%,郭卉,46天,0.38%,1年又30天
泰康安和纯债6个月定开债券,007145,32.15亿元（2020-09-30）,0.82%,0.78%,0.83%,3.18%,--,6.31%,经惠云,1年又241天,6.31%,5年又53天
鹏扬淳悦一年定开债发起式,008807,10.14亿元（2020-09-30）,0.98%,1.28%,1.06%,--,--,1.63%,王华,318天,1.63%,2年又332天
博时安祺6个月定开债C,003240,0.03亿元（2020-09-30）,0.56%,0.82%,1.04%,2.52%,9.83%,6.53%,程卓,2年又302天,8.93%,4年又153天
