基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
西部利得沪深300指数增强C,673101,4.14亿元（2020-09-30）,10.99%,22.65%,26.49%,64.65%,--,137.80%,盛丰衍,2年又15天,137.80%,4年又48天
鹏华中证全指证券公司指数(LOF),160633,17.60亿元（2020-09-30）,0.66%,2.22%,-7.12%,25.14%,29.58%,-25.52%,陈龙,1年又298天,27.14%,4年又206天
银华深证100指数(LOF),161812,37.78亿元（2020-09-30）,14.52%,25.21%,25.21%,56.69%,58.74%,122.37%,张凯/周毅,1年又135天,76.63%,8年又59天/10年又251天
中金MSCI质量C,006342,1.04亿元（2020-09-30）,17.53%,28.57%,36.42%,85.83%,--,192.49%,耿帅军/刘重晋,80天,23.85%,80天/3年又162天
汇添富中证全指证券公司指数C,501048,8.37亿元（2020-09-30）,0.42%,1.76%,-7.56%,22.98%,27.66%,27.83%,董瑾,1年又11天,20.64%,1年又38天
中邮中证500指数增强C,008124,0.01亿元（2020-09-30）,2.65%,5.82%,6.04%,33.20%,--,38.43%,王高/王喆,186天,6.04%,186天/2年又56天
汇添富中证全指证券公司指数A,501047,5.55亿元（2020-09-30）,0.45%,1.83%,-7.44%,23.30%,27.19%,27.38%,董瑾,1年又11天,20.95%,1年又38天
大摩深证300指数增强,233010,0.46亿元（2020-09-30）,14.32%,24.43%,23.68%,59.58%,51.98%,149.10%,余斌,1年又140天,79.99%,6年又140天
天弘中证全指证券公司C,008591,4.83亿元（2020-09-30）,0.92%,3.10%,-4.74%,25.40%,--,29.36%,张子法/沙川,1年又22天,29.36%,3年又269天/2年又306天
长盛中证全指证券指数(LOF),502053,4.02亿元（2020-09-30）,1.56%,4.46%,-2.62%,28.59%,30.39%,25.31%,陈亘斯,1年又94天,38.98%,1年又226天
富国中证新能源汽车指数,161028,58.41亿元（2020-09-30）,24.18%,58.74%,56.46%,99.93%,89.03%,74.27%,张圣贤/牛志冬,5年又221天,25.64%,5年又221天/5年又244天
博时中证全指证券公司指数(LOF),160516,1.96亿元（2020-09-30）,1.18%,3.53%,-4.55%,17.09%,21.56%,-2.91%,赵云阳,5年又238天,-2.91%,8年又60天
东财新能源车A,010805,0.80亿元（2020-12-16）,--,--,--,--,--,13.49%,姚楠燕/吴逸,25天,13.49%,298天/1年又39天
天弘国证消费100指数增强A,010771,0.58亿元（2020-12-30）,--,--,--,--,--,6.42%,刘笑明/杨超,4天,0.96%,1年又261天/5年又313天
易方达证券公司(LOF),502010,8.50亿元（2020-09-30）,0.95%,2.96%,-5.08%,28.07%,32.02%,-6.16%,张湛,9天,0.18%,300天
东财新能源车C,010806,0.55亿元（2020-12-16）,--,--,--,--,--,13.46%,姚楠燕/吴逸,25天,13.46%,298天/1年又39天
国金沪深300指数增强,167601,0.19亿元（2020-09-30）,12.26%,20.54%,20.91%,34.81%,22.20%,128.27%,宫雪,2年又45天,66.04%,7年又170天
天弘中证全指证券公司A,008590,1.10亿元（2020-09-30）,0.93%,3.15%,-4.66%,25.66%,--,29.64%,张子法/沙川,1年又22天,29.64%,3年又269天/2年又306天
海富通创业板增强A,005288,0.50亿元（2020-09-30）,10.41%,15.26%,16.76%,61.07%,--,88.71%,杜晓海,2年又253天,84.79%,4年又203天
天弘国证消费100指数增强C,010772,2.64亿元（2020-12-30）,--,--,--,--,--,6.41%,刘笑明/杨超,4天,0.95%,1年又261天/5年又313天
富国沪深300指数增强,100038,67.30亿元（2020-09-30）,9.48%,16.98%,10.97%,29.71%,43.46%,174.16%,方旻/李笑薇,6年又54天,199.30%,6年又54天/11年又21天
长城创业板指数增强A,001879,6.92亿元（2020-09-30）,15.40%,22.43%,17.18%,82.87%,125.09%,145.57%,王卫林/雷俊,1年又22天,91.12%,1年又22天/4年又364天
长城创业板指数增强C,006928,5.70亿元（2020-09-30）,15.37%,22.33%,17.00%,82.33%,--,179.29%,王卫林/雷俊,1年又22天,90.33%,1年又22天/4年又364天
泰达宏利中证绩优指数基金A,009194,2.20亿元（2020-09-30）,18.25%,28.89%,--,--,--,30.48%,刘洋/刘欣,177天,30.48%,2年又154天/8年又151天
海富通创业板增强C,005287,0.64亿元（2020-09-30）,10.37%,15.13%,16.53%,60.44%,--,86.82%,杜晓海,2年又253天,83.00%,4年又203天
泰达宏利中证绩优指数基金C,009195,0.59亿元（2020-09-30）,18.22%,28.75%,--,--,--,30.23%,刘洋/刘欣,177天,30.23%,2年又154天/8年又151天
汇添富中证新能源汽车A,501057,12.54亿元（2020-09-30）,26.36%,62.06%,67.98%,115.33%,--,133.66%,过蓓蓓,2年又233天,133.66%,5年又162天
易方达上证50指数A,110003,196.29亿元（2020-09-30）,13.47%,24.02%,26.22%,52.18%,85.84%,757.72%,张胜记,5年又220天,107.67%,10年又290天
诺安创业板指数增强(LOF)C,010356,--亿元（--）,18.48%,--,--,--,--,26.09%,梅律吾,74天,26.09%,12年又338天
易方达上证50指数C,004746,21.03亿元（2020-09-30）,13.44%,23.94%,26.06%,51.80%,84.41%,142.35%,张胜记,3年又219天,142.35%,10年又290天
诺安创业板指数增强(LOF)A,163209,0.43亿元（2020-09-30）,18.57%,31.39%,29.06%,74.87%,17.84%,53.40%,梅律吾,1年又226天,96.60%,12年又338天
大摩MSCI中国A股增强,009384,3.99亿元（2020-09-30）,15.58%,22.98%,--,--,--,21.61%,余斌,172天,21.61%,6年又140天
中金中证沪港深优选消费50指数C,008520,0.34亿元（2020-09-30）,14.15%,28.36%,41.82%,--,--,61.39%,耿帅军/朱宝臣,80天,20.40%,80天/2年又86天
中金中证沪港深优选消费50指数A,008519,1.44亿元（2020-09-30）,14.17%,28.45%,42.00%,--,--,61.65%,耿帅军/朱宝臣,80天,20.45%,80天/2年又86天
汇添富中证新能源汽车C,501058,9.03亿元（2020-09-30）,26.34%,61.95%,67.78%,114.79%,--,131.87%,过蓓蓓,2年又233天,131.87%,5年又162天
银华-道琼斯88指数A,180003,19.97亿元（2020-09-30）,18.99%,29.86%,39.07%,64.20%,72.22%,824.64%,周晶,1年又260天,79.30%,7年又37天
招商中证煤炭等权指数,161724,3.85亿元（2020-09-30）,4.96%,23.55%,20.49%,24.52%,-8.19%,-20.57%,侯昊,3年又128天,-16.69%,3年又142天
富荣沪深300指数增强A,004788,0.98亿元（2020-09-30）,13.27%,23.02%,37.63%,95.90%,--,102.83%,郎骋成/邓宇翔,178天,40.98%,178天/2年又287天
申万菱信中证环保产业指数(LOF)C,010419,--亿元（--）,22.71%,--,--,--,--,25.74%,王赟杰,79天,25.74%,172天
新华中证环保产业指数,164304,0.70亿元（2020-09-30）,21.69%,33.34%,38.23%,58.22%,17.21%,40.52%,邓岳,3年又132天,16.34%,3年又157天
鹏华中证环保产业指数(LOF),160634,0.85亿元（2020-09-30）,21.48%,33.04%,37.73%,57.79%,21.10%,-3.92%,闫冬,1年又298天,56.98%,1年又298天
富荣沪深300指数增强C,004789,3.80亿元（2020-09-30）,13.27%,22.99%,37.57%,95.69%,--,102.17%,郎骋成/邓宇翔,178天,40.91%,178天/2年又287天
前海开源中证大农业指数增强,001027,7.69亿元（2020-09-30）,8.39%,12.03%,18.59%,51.87%,81.92%,49.90%,黄玥,1年又68天,55.82%,3年又324天
南方上证50增强A,008056,1.01亿元（2020-09-30）,16.86%,25.53%,26.09%,--,--,56.68%,李佳亮,262天,56.68%,4年又159天
前海开源MSCI中国A股消费A,006712,0.43亿元（2020-09-30）,13.88%,28.52%,34.61%,80.53%,--,146.71%,黄玥,23天,13.05%,3年又324天
申万菱信中证环保产业指数(LOF)A,163114,3.16亿元（2020-11-02）,22.71%,31.36%,42.08%,67.10%,35.16%,88.23%,王赟杰,170天,42.30%,172天
前海开源MSCI中国A股消费C,006713,0.42亿元（2020-09-30）,13.87%,28.46%,34.48%,80.17%,--,145.71%,黄玥,23天,13.04%,3年又324天
南方上证50增强C,008057,0.37亿元（2020-09-30）,16.82%,25.41%,25.84%,--,--,56.23%,李佳亮,262天,56.23%,4年又159天
国泰国证航天军工指数,501019,7.50亿元（2020-09-30）,19.87%,23.50%,32.75%,65.37%,74.27%,42.88%,艾小军,3年又288天,42.88%,6年又364天
华宝中证消费龙头指数(LOF)A,501090,2.29亿元（2020-09-30）,15.03%,30.75%,46.16%,81.17%,--,81.53%,胡洁,250天,88.47%,8年又88天
华宝中证消费龙头指数(LOF)C,009329,0.83亿元（2020-09-30）,15.01%,30.66%,46.00%,--,--,96.35%,胡洁,250天,88.18%,8年又88天
泰达消费红利指数C,008929,0.69亿元（2020-09-30）,1.70%,14.08%,21.96%,--,--,59.56%,刘洋/刘欣,290天,59.56%,2年又154天/8年又151天
天弘中证食品饮料指数C,001632,23.50亿元（2020-09-30）,16.76%,33.49%,47.76%,107.40%,159.91%,296.28%,沙川,1年又60天,108.02%,2年又306天
天弘中证食品饮料指数A,001631,12.47亿元（2020-09-30）,16.78%,33.56%,47.90%,107.81%,161.52%,301.06%,沙川,1年又60天,108.49%,2年又306天
国泰国证食品饮料行业,160222,61.05亿元（2020-09-30）,16.05%,33.61%,47.62%,104.24%,162.93%,509.84%,梁杏,30天,16.71%,4年又217天
方正富邦消费红利指数增强(LOF),501089,0.79亿元（2020-09-30）,1.39%,12.07%,13.80%,44.31%,--,45.58%,吴昊,1年又43天,45.58%,2年又198天
易方达中证军工(LOF),502003,2.29亿元（2020-09-30）,21.74%,29.76%,47.52%,87.30%,82.16%,4.62%,张湛,9天,2.11%,300天
前海开源中证军工指数C,002199,3.96亿元（2020-09-30）,21.87%,29.44%,41.99%,79.85%,70.55%,17.34%,黄玥,23天,26.55%,3年又324天
东兴中证消费50C,009117,0.29亿元（2020-09-30）,15.71%,30.09%,36.27%,--,--,71.66%,李兵伟,263天,71.66%,4年又212天
东兴中证消费50A,009116,0.32亿元（2020-09-30）,15.71%,30.12%,36.34%,--,--,71.79%,李兵伟,263天,71.79%,4年又212天
申万菱信中证军工指数,163115,12.72亿元（2020-09-30）,21.95%,28.08%,42.39%,74.74%,64.51%,89.57%,龚丽丽,1年又43天,93.04%,5年又85天
前海开源中证军工指数A,000596,9.00亿元（2020-09-30）,21.85%,29.57%,42.13%,80.28%,71.65%,133.10%,黄玥,23天,26.48%,3年又324天
泰达消费红利指数A,008928,1.66亿元（2020-09-30）,1.72%,14.15%,22.11%,--,--,59.87%,刘洋/刘欣,290天,59.87%,2年又154天/8年又151天
富国中证军工指数,161024,79.12亿元（2020-09-30）,21.65%,27.42%,38.05%,66.89%,54.08%,106.06%,张圣贤/王保合,5年又221天,-35.03%,5年又221天/9年又316天
鹏华酒,160632,15.23亿元（2020-09-30）,22.35%,54.27%,67.58%,136.03%,215.60%,358.46%,闫冬,1年又298天,203.12%,1年又298天
招商中证白酒指数,161725,242.87亿元（2020-09-30）,24.91%,59.46%,70.66%,132.69%,214.61%,480.76%,侯昊,3年又128天,298.61%,3年又142天
鹏华空天军工指数(LOF)A,160643,3.00亿元（2020-09-30）,24.56%,35.04%,50.87%,94.58%,82.52%,70.16%,陈龙,1年又298天,91.95%,4年又206天
鹏华空天军工指数(LOF)C,010364,--亿元（--）,24.56%,--,--,--,--,36.59%,陈龙,75天,36.59%,4年又206天
前海开源中航军工指数,164402,11.97亿元（2020-09-30）,26.18%,35.50%,47.90%,74.46%,64.98%,26.87%,黄玥,2年又241天,70.79%,3年又324天
鹏华中证国防指数(LOF),160630,76.20亿元（2020-09-30）,26.57%,37.01%,50.70%,94.03%,82.55%,42.40%,陈龙,1年又298天,95.68%,4年又206天
民生加银中证200指数增强A,009904,0.16亿元（2020-12-16）,--,--,--,--,--,10.58%,何江,25天,10.58%,4年又168天
民生加银中证200指数增强C,009905,0.07亿元（2020-12-16）,--,--,--,--,--,10.56%,何江,25天,10.56%,4年又168天
招商中证500等权重指数增强C,009727,0.79亿元（2020-12-23）,--,--,--,--,--,3.29%,王平,18天,3.29%,10年又205天
招商中证500等权重指数增强A,009726,1.74亿元（2020-12-23）,--,--,--,--,--,3.32%,王平,18天,3.32%,10年又205天
汇安中证500增强C,010158,1.88亿元（2020-11-16）,2.00%,--,--,--,--,1.97%,朱晨歌,55天,1.97%,2年又337天
汇安中证500增强A,010157,3.69亿元（2020-11-16）,2.04%,--,--,--,--,2.03%,朱晨歌,55天,2.03%,2年又337天
易方达沪深300指数增强A,010736,29.69亿元（2020-12-30）,--,--,--,--,--,0.28%,张胜记,11天,0.28%,10年又290天
易方达沪深300指数增强C,010737,8.59亿元（2020-12-30）,--,--,--,--,--,0.27%,张胜记,11天,0.27%,10年又290天
